ID,PROBA_OF_DEFAULT
19971,0.04798469319939613
19972,0.22179940342903137
19973,0.0019354101968929172
19974,0.08066339045763016
19975,0.009129203855991364
19976,0.012436792254447937
19977,0.06036866828799248
19978,0.0027777994982898235
19979,0.022106958553195
19980,0.34060317277908325
19981,0.023541618138551712
19982,0.004708649590611458
19983,0.02534068375825882
19984,0.05357110872864723
19985,0.016542017459869385
19986,0.014895087108016014
19987,0.4460987150669098
19988,0.002490348182618618
19989,0.0009798952378332615
19990,0.09991415590047836
19991,0.4329506754875183
19992,0.03203315660357475
19993,0.14385980367660522
19994,0.0028895947616547346
19995,0.031960487365722656
19996,0.018608465790748596
19997,0.044808436185121536
19998,0.10482579469680786
19999,0.0076232911087572575
20000,0.03819558396935463
20001,0.004972025752067566
20002,0.018382953479886055
20003,0.0050787958316504955
20004,0.07276669144630432
20005,0.007711681537330151
20006,0.0397760234773159
20007,0.00021788901358377188
20008,7.109942816896364e-05
20009,0.0046868403442204
20010,0.029748916625976562
20011,0.018594715744256973
20012,0.03257652372121811
20013,0.10517816990613937
20014,0.025298986583948135
20015,0.21293780207633972
20016,0.06075257062911987
20017,0.014073441736400127
20018,0.023369736969470978
20019,0.0176377110183239
20020,0.011185390874743462
20021,0.03487111255526543
20022,0.016212809830904007
20023,0.19082200527191162
20024,0.02057480439543724
20025,0.011739919893443584
20026,0.03797299787402153
20027,0.014436531811952591
20028,0.019694188609719276
20029,0.00584335858002305
20030,0.06105562299489975
20031,0.25587451457977295
20032,0.058061663061380386
20033,0.24848264455795288
20034,0.00022934659500606358
20035,0.8838719725608826
20036,0.08801679313182831
20037,0.38740089535713196
20038,0.055884961038827896
20039,0.29465022683143616
20040,0.009072605520486832
20041,0.003148395335301757
20042,0.033956170082092285
20043,0.011478856205940247
20044,0.3080538809299469
20045,0.06890266388654709
20046,0.0006905263289809227
20047,0.023973088711500168
20048,0.05271405726671219
20049,0.0038124597631394863
20050,0.024469243362545967
20051,0.03584745526313782
20052,0.2747742831707001
20053,0.0864327922463417
20054,0.029194969683885574
20055,0.07381440699100494
20056,0.02948254533112049
20057,0.0005711340927518904
20058,0.01793656125664711
20059,0.02217479795217514
20060,0.05358707904815674
20061,0.08224412053823471
20062,6.625496462220326e-05
20063,0.027531515806913376
20064,0.13439762592315674
20065,0.09396927058696747
20066,0.19847136735916138
20067,0.3716484606266022
20068,0.03409583121538162
20069,0.5112249255180359
20070,0.006496934220194817
20071,0.01167233008891344
20072,0.04468211159110069
20073,0.011496671475470066
20074,0.01437416672706604
20075,0.5056402683258057
20076,0.010178185999393463
20077,0.02236974984407425
20078,0.1316481977701187
20079,0.021802380681037903
20080,0.08217078447341919
20081,0.008316434919834137
20082,0.2876124083995819
20083,0.041311297565698624
20084,0.039205100387334824
20085,0.0003356815141160041
20086,0.013984821736812592
20087,0.011981899850070477
20088,0.3262194097042084
20089,0.28124621510505676
20090,0.07593458145856857
20091,0.007157219108194113
20092,0.015956059098243713
20093,0.04176167771220207
20094,0.05132526159286499
20095,0.019686175510287285
20096,0.06621843576431274
20097,0.04818873107433319
20098,0.0016916774911805987
20099,0.0111174201592803
20100,0.004521498456597328
20101,0.005224363878369331
20102,0.6715654134750366
20103,0.1849111169576645
20104,0.0021205521188676357
20105,0.010707246139645576
20106,0.0376475490629673
20107,0.028870640322566032
20108,0.5132343173027039
20109,0.05148356780409813
20110,0.013217254541814327
20111,0.007584311533719301
20112,0.5346061587333679
20113,0.0567534901201725
20114,0.027417495846748352
20115,0.1150551289319992
20116,0.03827862814068794
20117,0.1107826679944992
20118,0.18341033160686493
20119,0.014811797998845577
20120,0.0005898255039937794
20121,0.006129275541752577
20122,0.10694319754838943
20123,0.19388045370578766
20124,0.010984223335981369
20125,0.026695098727941513
20126,0.0750659704208374
20127,0.017792509868741035
20128,0.013390832580626011
20129,0.023625243455171585
20130,0.04092230275273323
20131,0.10944728553295135
20132,0.010808879509568214
20133,0.005243813619017601
20134,0.4568525552749634
20135,0.012782959267497063
20136,0.05488353222608566
20137,0.005053468514233828
20138,0.10010948777198792
20139,0.006433733273297548
20140,0.2677655518054962
20141,0.01312088780105114
20142,0.0025809421204030514
20143,0.2571048140525818
20144,0.0772959366440773
20145,0.008648212067782879
20146,0.01945432834327221
20147,0.04125719517469406
20148,0.008141868747770786
20149,0.061182670295238495
20150,0.054410580545663834
20151,0.008620472624897957
20152,0.19333532452583313
20153,0.151204451918602
20154,0.8456733822822571
20155,0.0630929246544838
20156,0.12641851603984833
20157,0.0939202830195427
20158,0.01618642359972
20159,0.12288384884595871
20160,0.43895667791366577
20161,0.0981849953532219
20162,0.0484401099383831
20163,0.05115587264299393
20164,0.005050055216997862
20165,0.03515331447124481
20166,0.01696302369236946
20167,0.1367383599281311
20168,0.0006383844302035868
20169,0.01511009968817234
20170,0.39956116676330566
20171,0.0805736780166626
20172,0.00720286974683404
20173,0.04314038157463074
20174,0.016156716272234917
20175,0.004096778575330973
20176,0.4019855558872223
20177,0.2604338526725769
20178,0.05382654443383217
20179,0.022659940645098686
20180,0.08850904554128647
20181,0.0034723251592367887
20182,0.003863105084747076
20183,0.007551009766757488
20184,0.08445729315280914
20185,0.18332833051681519
20186,0.0432719811797142
20187,0.07619216293096542
20188,0.013392955996096134
20189,0.0034210062585771084
20190,0.0021396707743406296
20191,0.524840235710144
20192,0.03499293699860573
20193,0.012811175547540188
20194,0.12581071257591248
20195,0.13613361120224
20196,0.024118084460496902
20197,0.2310183197259903
20198,0.08184723556041718
20199,0.027653539553284645
20200,0.004120090510696173
20201,0.008741023950278759
20202,0.008728341199457645
20203,0.10744326561689377
20204,0.10095856338739395
20205,0.5989887118339539
20206,0.011034318245947361
20207,0.05065358430147171
20208,0.16103355586528778
20209,0.027744576334953308
20210,0.017260223627090454
20211,0.07837771624326706
20212,0.006961787585169077
20213,0.0020523425191640854
20214,0.018980247899889946
20215,0.005625464487820864
20216,0.004449849482625723
20217,0.11814253777265549
20218,0.014012484811246395
20219,0.018923692405223846
20220,0.4961145222187042
20221,0.023327253758907318
20222,0.02515893056988716
20223,0.0003341463452670723
20224,0.05816592648625374
20225,0.008977899327874184
20226,0.0770939439535141
20227,0.040365926921367645
20228,0.11316118389368057
20229,0.03858235478401184
20230,0.04878569021821022
20231,0.01963040418922901
20232,0.07883672416210175
20233,0.018124695867300034
20234,0.021208051592111588
20235,0.42293235659599304
20236,0.06401900202035904
20237,0.0062240054830908775
20238,0.003977640997618437
20239,0.1741652637720108
20240,0.01971018873155117
20241,0.014085760340094566
20242,0.014458781108260155
20243,0.0012521566823124886
20244,0.012043080292642117
20245,0.017882389947772026
20246,0.8586438894271851
20247,0.0020056981593370438
20248,0.018640633672475815
20249,0.00376971997320652
20250,0.0884905457496643
20251,0.09507954865694046
20252,0.01713375933468342
20253,0.004697504919022322
20254,0.007303853053599596
20255,0.03943540155887604
20256,0.0022430717945098877
20257,0.01855829358100891
20258,0.025886038318276405
20259,0.006175935734063387
20260,0.06873900443315506
20261,0.005393180530518293
20262,0.08170107752084732
20263,0.0014004221884533763
20264,0.0034320803824812174
20265,0.0022548511624336243
20266,0.015073138289153576
20267,0.0025141574442386627
20268,0.002415000693872571
20269,0.017277492210268974
20270,0.0003731773467734456
20271,0.0016369785880669951
20272,0.008311666548252106
20273,0.011084446683526039
20274,0.00827584695070982
20275,0.005133103113621473
20276,0.002058845479041338
20277,0.08891826122999191
20278,0.11367922276258469
20279,0.1061481386423111
20280,0.08171691000461578
20281,0.04432927444577217
20282,0.04841473326086998
20283,0.024770982563495636
20284,0.07758966833353043
20285,0.005652975291013718
20286,0.023078592494130135
20287,0.200668603181839
20288,0.2044106274843216
20289,0.558740496635437
20290,0.685127317905426
20291,0.008824774995446205
20292,0.02999991551041603
20293,0.0036826953291893005
20294,0.10637374222278595
20295,0.017718862742185593
20296,0.0017678845906630158
20297,0.013251098804175854
20298,0.030653852969408035
20299,0.03905478119850159
20300,0.35380908846855164
20301,0.0029765493236482143
20302,0.005852040834724903
20303,0.09907130151987076
20304,0.029088543727993965
20305,0.2616080343723297
20306,0.05158686637878418
20307,0.0752805694937706
20308,0.10628195106983185
20309,0.005213694181293249
20310,0.0018771010218188167
20311,0.04395647719502449
20312,0.009771936573088169
20313,0.04126572236418724
20314,0.009364304132759571
20315,0.1410544216632843
20316,0.0004837930609937757
20317,0.23377791047096252
20318,0.18186621367931366
20319,0.04441666603088379
20320,0.23436367511749268
20321,0.0013549267314374447
20322,0.025567257776856422
20323,0.02833980694413185
20324,0.0178703423589468
20325,0.10515410453081131
20326,0.020941084250807762
20327,0.004982040263712406
20328,0.006055584643036127
20329,0.3320605158805847
20330,0.01688620261847973
20331,0.0009547031368128955
20332,0.008772074244916439
20333,0.44983014464378357
20334,0.04855228215456009
20335,0.05795932561159134
20336,0.017244620248675346
20337,0.015666993334889412
20338,0.00017936337098944932
20339,0.07223021984100342
20340,0.025593679398298264
20341,0.00896696001291275
20342,0.007875003851950169
20343,0.1225852370262146
20344,0.0010322841117158532
20345,0.02510385401546955
20346,0.0030888756737113
20347,0.04131827875971794
20348,0.014426500536501408
20349,0.06785988807678223
20350,0.03520435094833374
20351,0.04265965148806572
20352,0.003934541717171669
20353,0.001593428198248148
20354,0.01770130917429924
20355,0.08946797996759415
20356,0.002174045192077756
20357,0.03555488586425781
20358,0.001470817718654871
20359,0.04240895062685013
20360,0.2169947624206543
20361,0.11802823096513748
20362,0.037484440952539444
20363,0.24237549304962158
20364,0.01702793315052986
20365,0.007245131302624941
20366,0.03407406434416771
20367,0.08554842323064804
20368,0.024146877229213715
20369,0.08036604523658752
20370,0.018663138151168823
20371,0.022926876321434975
20372,0.04715487360954285
20373,0.000612761068623513
20374,0.022689588367938995
20375,0.3573266565799713
20376,0.10688991099596024
20377,0.0012294620973989367
20378,0.022094974294304848
20379,0.029486168175935745
20380,0.37966105341911316
20381,0.10998529195785522
20382,0.0131295844912529
20383,0.05942358449101448
20384,0.05834699422121048
20385,0.10625386983156204
20386,0.00273521663621068
20387,0.003861617296934128
20388,0.000371949136024341
20389,0.001319182338193059
20390,0.011677908711135387
20391,0.04979737102985382
20392,0.09644855558872223
20393,0.0182753074914217
20394,0.1333879679441452
20395,0.017092246562242508
20396,0.004958505276590586
20397,0.006685139611363411
20398,0.24031294882297516
20399,0.0005104471347294748
20400,0.0035432204604148865
20401,0.025322189554572105
20402,0.020703138783574104
20403,0.0025294674560427666
20404,0.15593378245830536
20405,0.011402939446270466
20406,0.025280894711613655
20407,0.29781314730644226
20408,0.2713731825351715
20409,0.15566213428974152
20410,0.03689947351813316
20411,0.005254121497273445
20412,0.005125029943883419
20413,0.006958782207220793
20414,0.4925805926322937
20415,0.20423807203769684
20416,0.018056673929095268
20417,0.03680206462740898
20418,0.18440572917461395
20419,3.297889998066239e-05
20420,0.26593393087387085
20421,0.031222911551594734
20422,0.007565363775938749
20423,0.027747733518481255
20424,0.023446187376976013
20425,0.004770420491695404
20426,0.3080291450023651
20427,0.10829836130142212
20428,0.041328780353069305
20429,0.008456231094896793
20430,0.06060023233294487
20431,0.007619846612215042
20432,0.0013558134669438004
20433,0.0749758630990982
20434,0.03308974578976631
20435,0.002570080803707242
20436,0.004133273381739855
20437,0.0013914044247940183
20438,0.1029898151755333
20439,0.07206791639328003
20440,0.010845364071428776
20441,0.009294961579144001
20442,0.08209270238876343
20443,0.06540212035179138
20444,0.07773648947477341
20445,0.41612616181373596
20446,0.06058233976364136
20447,0.19668306410312653
20448,0.0012224685633555055
20449,0.2777015268802643
20450,0.0008074581855908036
20451,0.003575952025130391
20452,0.0036834387574344873
20453,0.01450965367257595
20454,0.30613166093826294
20455,0.3787992000579834
20456,0.008926532231271267
20457,0.04884325712919235
20458,0.010081317275762558
20459,0.0017052434850484133
20460,0.11156892031431198
20461,0.46459394693374634
20462,0.050894953310489655
20463,0.16184428334236145
20464,0.1922517716884613
20465,0.010221647098660469
20466,0.06246047839522362
20467,0.006166364531964064
20468,0.0023636536207050085
20469,0.015159105882048607
20470,0.001570865511894226
20471,0.10950244218111038
20472,0.09058718383312225
20473,0.004322444554418325
20474,0.2094746232032776
20475,0.11518647521734238
20476,0.006451384164392948
20477,0.0692564845085144
20478,0.3193439543247223
20479,0.06109057739377022
20480,0.03200245648622513
20481,0.0046893032267689705
20482,0.3606800138950348
20483,0.062044668942689896
20484,0.14750120043754578
20485,0.03659069165587425
20486,0.007323787081986666
20487,0.16402173042297363
20488,0.06968221068382263
20489,0.009008743800222874
20490,0.7901465892791748
20491,0.27131128311157227
20492,0.08373326808214188
20493,0.12960858643054962
20494,0.059063270688056946
20495,0.0069504366256296635
20496,0.09569311141967773
20497,0.08571404218673706
20498,0.47179296612739563
20499,0.0006415839307010174
20500,0.07275600731372833
20501,0.026250777766108513
20502,0.010638163425028324
20503,0.00754882674664259
20504,0.14237765967845917
20505,0.11917158216238022
20506,0.1531292051076889
20507,0.025683680549263954
20508,0.005094077903777361
20509,0.06586918234825134
20510,0.11316240578889847
20511,0.25808948278427124
20512,0.0023362827487289906
20513,0.03680741786956787
20514,0.04037284478545189
20515,0.1731722205877304
20516,0.08428113907575607
20517,0.3593102693557739
20518,0.012454473413527012
20519,0.012276282534003258
20520,0.009716232307255268
20521,0.004131330642849207
20522,0.23266613483428955
20523,0.007828201167285442
20524,0.3408600986003876
20525,0.07084344327449799
20526,0.050090428441762924
20527,0.04137761518359184
20528,0.004154742229729891
20529,0.12091055512428284
20530,0.008411581628024578
20531,0.0007449119002558291
20532,0.025528043508529663
20533,0.022525504231452942
20534,0.04029132425785065
20535,0.005911197513341904
20536,0.0010248637991026044
20537,0.41608259081840515
20538,0.003954725340008736
20539,0.19784648716449738
20540,0.020128369331359863
20541,0.0008074247743934393
20542,0.016797251999378204
20543,0.009149447083473206
20544,0.13631635904312134
20545,0.12288837134838104
20546,0.00032015598844736814
20547,0.10108426958322525
20548,0.06508544832468033
20549,0.0009538025478832424
20550,0.0028549698181450367
20551,0.01685715839266777
20552,0.2274395227432251
20553,0.010398314334452152
20554,0.16101060807704926
20555,0.007029207423329353
20556,0.2650262713432312
20557,0.011340218596160412
20558,0.03551474213600159
20559,0.022074732929468155
20560,0.0704135149717331
20561,0.003990109544247389
20562,0.006624524015933275
20563,0.2508016526699066
20564,0.04732339456677437
20565,0.008040079846978188
20566,0.11034029722213745
20567,0.47498923540115356
20568,0.019302543252706528
20569,0.024139665067195892
20570,0.0020557402167469263
20571,0.009928002022206783
20572,0.043158892542123795
20573,0.00037457665894180536
20574,0.002037558238953352
20575,0.004819741938263178
20576,0.3454512059688568
20577,0.0798826515674591
20578,0.002312310505658388
20579,0.031471338123083115
20580,0.003709668293595314
20581,0.12722401320934296
20582,0.03428797051310539
20583,0.0017947100568562746
20584,0.002010815776884556
20585,0.571709930896759
20586,0.005751274060457945
20587,0.031565554440021515
20588,0.20118889212608337
20589,0.04439487308263779
20590,0.0032924737315624952
20591,0.0026961390394717455
20592,0.0021835784427821636
20593,0.04398665577173233
20594,0.019534781575202942
20595,0.001003643381409347
20596,0.0321856252849102
20597,0.010958760045468807
20598,0.2156173437833786
20599,0.006571280770003796
20600,0.0004988997825421393
20601,0.004358593840152025
20602,0.031937647610902786
20603,0.009370282292366028
20604,0.0378168523311615
20605,0.030107473954558372
20606,0.02691251039505005
20607,0.11142368614673615
20608,0.12435062974691391
20609,0.006894360762089491
20610,0.002239883178845048
20611,0.07740318030118942
20612,0.5431415438652039
20613,0.057174138724803925
20614,0.0031266610603779554
20615,0.05098792538046837
20616,0.104668028652668
20617,0.004493669606745243
20618,0.18298222124576569
20619,0.04246602579951286
20620,0.25553491711616516
20621,0.09509650617837906
20622,0.0053580766543745995
20623,0.025990214198827744
20624,0.018467064946889877
20625,0.30171406269073486
20626,0.0005709694814868271
20627,0.07201995700597763
20628,0.030931882560253143
20629,0.12612397968769073
20630,0.000837460916955024
20631,0.005097825080156326
20632,0.0278913676738739
20633,0.00612825620919466
20634,0.005789622664451599
20635,0.043377362191677094
20636,0.20710109174251556
20637,0.014688953757286072
20638,0.44261959195137024
20639,0.18757829070091248
20640,0.08067329227924347
20641,0.0237949937582016
20642,0.01154633890837431
20643,0.01469691377133131
20644,0.014598834328353405
20645,0.01162888202816248
20646,0.003205174347385764
20647,0.4855860769748688
20648,0.007741692941635847
20649,0.12999801337718964
20650,0.0071787782944738865
20651,0.0023293220438063145
20652,0.021335916593670845
20653,0.007933886721730232
20654,0.6740150451660156
20655,0.10448015481233597
20656,0.12317050248384476
20657,0.0032156924717128277
20658,0.004550314974039793
20659,0.044384993612766266
20660,0.3333950638771057
20661,0.21996617317199707
20662,0.0013179434463381767
20663,0.023962704464793205
20664,0.13140688836574554
20665,0.11723212897777557
20666,0.01823369786143303
20667,0.043995440006256104
20668,0.044665586203336716
20669,0.14750690758228302
20670,0.08181264251470566
20671,0.023258505389094353
20672,0.02319975569844246
20673,0.011977531015872955
20674,0.0010290021309629083
20675,0.011925434693694115
20676,0.016422007232904434
20677,0.008309787139296532
20678,0.008454971946775913
20679,0.000362820690497756
20680,0.10723341256380081
20681,0.39406657218933105
20682,0.47877973318099976
20683,0.014447594061493874
20684,0.12487974762916565
20685,0.06380604207515717
20686,0.005014465190470219
20687,0.0013815324055030942
20688,0.06758026033639908
20689,0.002862219698727131
20690,0.048198070377111435
20691,0.0024747082497924566
20692,0.012032261118292809
20693,0.06869232654571533
20694,0.0014580846764147282
20695,0.14438745379447937
20696,0.011935366317629814
20697,0.04533756524324417
20698,0.12196002900600433
20699,0.014030646532773972
20700,0.22203625738620758
20701,0.021582413464784622
20702,0.1421716958284378
20703,0.08694576472043991
20704,0.0006396188982762396
20705,0.008355075493454933
20706,0.08154555410146713
20707,0.04860958084464073
20708,0.0012977367732673883
20709,0.015333551913499832
20710,0.0014530627522617579
20711,0.09413211047649384
20712,0.00041739532025530934
20713,0.5130887627601624
20714,0.18782854080200195
20715,0.00017919002857524902
20716,0.0010716435499489307
20717,0.6011375784873962
20718,0.016965210437774658
20719,0.0009229005081579089
20720,0.00022478082973975688
20721,0.008368977345526218
20722,0.010524953715503216
20723,0.006997003685683012
20724,0.06148970127105713
20725,0.1568179428577423
20726,0.011998280882835388
20727,0.005717243067920208
20728,0.1297284960746765
20729,0.1388501673936844
20730,0.22858543694019318
20731,0.024749862030148506
20732,0.0019240452675148845
20733,0.004705935250967741
20734,0.03300752490758896
20735,0.00267170462757349
20736,0.02324564941227436
20737,0.14242985844612122
20738,0.009815599769353867
20739,0.030434567481279373
20740,0.09365298599004745
20741,0.026136253029108047
20742,0.1862887442111969
20743,0.04689538851380348
20744,0.019054334610700607
20745,0.12779749929904938
20746,0.005363967269659042
20747,0.0012062329333275557
20748,0.03236416354775429
20749,0.11888744682073593
20750,0.01971358060836792
20751,0.049845971167087555
20752,0.0010351765668019652
20753,0.020018380135297775
20754,0.5923621654510498
20755,0.2054671198129654
20756,0.20312976837158203
20757,0.0015606834786012769
20758,0.040047962218523026
20759,0.34506353735923767
20760,0.08389372378587723
20761,0.25276800990104675
20762,0.016536906361579895
20763,0.21695756912231445
20764,0.015823522582650185
20765,0.017274213954806328
20766,0.000979309668764472
20767,0.21222886443138123
20768,0.11257856339216232
20769,0.2437760829925537
20770,0.0002786219120025635
20771,0.4151219427585602
20772,0.008315373212099075
20773,0.08312524855136871
20774,0.19443149864673615
20775,0.012816640548408031
20776,0.02892758697271347
20777,0.023148920387029648
20778,0.030729670077562332
20779,0.09021788090467453
20780,0.1692984402179718
20781,0.009744488634169102
20782,0.0028784710448235273
20783,0.0027431026101112366
20784,0.14452166855335236
20785,0.002789716701954603
20786,0.06833180040121078
20787,0.017832119017839432
20788,0.9528512358665466
20789,0.023919610306620598
20790,8.130838250508532e-05
20791,0.039567019790410995
20792,0.02463320828974247
20793,0.02637280896306038
20794,0.043031416833400726
20795,0.007370669860392809
20796,0.1449088305234909
20797,0.0009935692651197314
20798,0.026739731431007385
20799,0.012386105954647064
20800,0.0014744518557563424
20801,0.067935511469841
20802,0.058157771825790405
20803,0.004261667374521494
20804,0.23072390258312225
20805,0.06019788607954979
20806,0.0010938211344182491
20807,0.21206627786159515
20808,0.012312366627156734
20809,0.2537357807159424
20810,0.1640118807554245
20811,0.46349531412124634
20812,0.011097746901214123
20813,0.14963053166866302
20814,0.037976477295160294
20815,0.002453170483931899
20816,0.029256140813231468
20817,0.0633564367890358
20818,0.006800423376262188
20819,0.15355198085308075
20820,0.0032124111894518137
20821,0.005068768281489611
20822,0.014307129196822643
20823,0.12001990526914597
20824,0.0031113545410335064
20825,0.22353936731815338
20826,0.0020225699990987778
20827,0.4620877504348755
20828,0.0011338433250784874
20829,0.30551645159721375
20830,0.0937819629907608
20831,0.04167234152555466
20832,0.0028743573930114508
20833,0.006215905770659447
20834,0.004079116508364677
20835,0.09551595151424408
20836,0.0044832718558609486
20837,0.020132264122366905
20838,0.004328389652073383
20839,0.36176496744155884
20840,0.050712112337350845
20841,0.009232912212610245
20842,0.1968185156583786
20843,0.6159337162971497
20844,0.05607764795422554
20845,0.008431734517216682
20846,0.007073433604091406
20847,0.01229344867169857
20848,0.019294701516628265
20849,0.20137718319892883
20850,0.07669244706630707
20851,0.03713708370923996
20852,0.0002260157052660361
20853,0.2630985379219055
20854,0.005219761747866869
20855,0.026400744915008545
20856,0.02134307101368904
20857,0.01867823675274849
20858,0.0553385391831398
20859,0.0010001118062064052
20860,0.12486989796161652
20861,0.08136456459760666
20862,0.10072366148233414
20863,0.005695928353816271
20864,0.11017374694347382
20865,0.0658922865986824
20866,0.005685559008270502
20867,0.0415663905441761
20868,0.1629016399383545
20869,0.004511469043791294
20870,0.07449235022068024
20871,0.5103241205215454
20872,0.3967759311199188
20873,0.6017397046089172
20874,0.07326434552669525
20875,0.05845586210489273
20876,0.030690304934978485
20877,0.03606829792261124
20878,0.022826889529824257
20879,0.24935948848724365
20880,0.009838065132498741
20881,0.0688461884856224
20882,0.08972679078578949
20883,0.0019168904982507229
20884,0.0018328913720324636
20885,0.004736870527267456
20886,0.07279568910598755
20887,0.00829340610653162
20888,0.9081023335456848
20889,0.012214437127113342
20890,0.07873561233282089
20891,0.0507562980055809
20892,0.03561832383275032
20893,0.010685638524591923
20894,0.002602980937808752
20895,0.2882215678691864
20896,0.07365311682224274
20897,0.03114842250943184
20898,0.08543568849563599
20899,0.009828004986047745
20900,0.026815883815288544
20901,0.6190819144248962
20902,0.15713471174240112
20903,0.027126122266054153
20904,0.002607455011457205
20905,0.0010491982102394104
20906,0.07082090526819229
20907,0.3778766393661499
20908,0.006410852074623108
20909,0.1867188811302185
20910,0.7723506689071655
20911,0.011186794377863407
20912,0.02210278809070587
20913,0.00555246789008379
20914,0.0062878187745809555
20915,0.0004273129743523896
20916,0.002904509659856558
20917,0.09431832283735275
20918,0.03248623386025429
20919,0.20787906646728516
20920,0.3360145688056946
20921,0.007662005722522736
20922,0.008403424173593521
20923,0.07868977636098862
20924,0.035920560359954834
20925,0.015823669731616974
20926,0.02736329473555088
20927,0.08925586193799973
20928,0.021719742566347122
20929,0.012818812392652035
20930,0.08569377660751343
